Student_ID,High_School,High_School_Grad_Year,Graduated,Final_Grad_Date,Total_Enrollments,First_Enrollment,Last_Enrollment,College_Code_1,College_Code_2,College_Code_3,College_Code_4,College_Code_5,College_Code_6,College_Code_7,College_Code_8,College_Code_9,College_Code_10,College_Name_1,College_Name_2,College_Name_3,College_Name_4,College_Name_5,College_Name_6,College_Name_7,College_Name_8,College_Name_9,College_Name_10,Major_1,Major_2,Major_3,Major_4,Major_5,Major_6,Degree_Title_1,Degree_Title_2,Degree_Title_3,Degree_Title_4,Degree_Title_5,Degree_Title_6,College_State_1,College_State_2,College_State_3,College_State_4,College_State_5,College_State_6,College_State_7,College_State_8,College_State_9,College_State_10,2-Year/4-Year_1,2-Year/4-Year_2,2-Year/4-Year_3,2-Year/4-Year_4,2-Year/4-Year_5,2-Year/4-Year_6,2-Year/4-Year_7,2-Year/4-Year_8,2-Year/4-Year_9,2-Year/4-Year_10,Public/Private_1,Public/Private_2,Public/Private_3,Public/Private_4,Public/Private_5,Public/Private_6,Public/Private_7,Public/Private_8,Public/Private_9,Public/Private_10
382732833,Mountain Crest,2019,N,,4,2019-07-01,2022-03-24,021154-00,021154-00,021154-00,021154-00,,,,,,,BRIDGERLAND TECHNICAL COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,,,,,,,,,,,,,,,,,,,UT,UT,UT,UT,,,,,,,2-year,2-year,2-year,2-year,,,,,,,Public,Public,Public,Public,,,,,,
382732839,Ridgeline,2019,Y,2023-04-27,9,2019-08-26,2024-08-18,003677-00,003677-00,003678-00,003678-00,003678-00,003678-00,003678-00,003678-00,003678-00,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,,GENERAL STUDIES,,,,,,ASSOCIATE OF SCIENCE,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,,Public,Public,Public,Public,Public,Public,Public,Public,Public,
382732848,Mountain Crest,2019,N,,7,2021-08-30,2024-08-09,003677-00,003677-00,003677-00,003677-00,004027-00,004027-00,004027-00,,,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH VALLEY UNIVERSITY,UTAH VALLEY UNIVERSITY,UTAH VALLEY UNIVERSITY,,,,,,,,,,,,,,,,UT,UT,UT,UT,UT,UT,UT,,,,4-year,4-year,4-year,4-year,4-year,4-year,4-year,,,,Public,Public,Public,Public,Public,Public,Public,,,
382732851,Mountain Crest,2019,N,,1,2021-01-19,2021-05-05,003677-00,,,,,,,,,,UTAH STATE UNIVERSITY,,,,,,,,,,,,,,,,,,,,,,UT,,,,,,,,,,4-year,,,,,,,,,,Public,,,,,,,,,
382732860,Mountain Crest,2019,Y,2020-06-24,4,2019-07-01,2021-06-30,021154-00,021154-00,021154-00,021154-00,,,,,,,BRIDGERLAND TECHNICAL COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,,,,,,,DENTAL ASSISTING,,,,,,CERTIFICATE,,,,,,UT,UT,UT,UT,,,,,,,2-year,2-year,2-year,2-year,,,,,,,Public,Public,Public,Public,,,,,,
382732863,Mountain Crest,2019,Y,2022-12-16,8,2019-08-19,2022-12-16,003675-00,003675-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,,,UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,,PSYCHOLOGY,,,,,,BACHELOR OF SCIENCE,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,,,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,,,Public,Public,Public,Public,Public,Public,Public,Public,,
382732875,Mountain Crest,2019,N,,4,2019-08-26,2023-03-01,003677-00,003677-00,003677-00,001625-80,,,,,,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,BRIGHAM YOUNG UNIVERSITY -IDAHO WINTER/S,,,,,,,,,,,,,,,,,,,UT,UT,UT,ID,,,,,,,4-year,4-year,4-year,4-year,,,,,,,Public,Public,Public,Private,,,,,,
382732881,Mountain Crest,2019,Y,2023-08-20,8,2021-09-08,2024-04-25,003678-00,003678-00,003678-00,003678-00,003678-00,003678-00,003678-00,003678-00,,,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,,,GENERAL STUDIES,,,,,,ASSOCIATE OF SCIENCE,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,,,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,,,Public,Public,Public,Public,Public,Public,Public,Public,,
382732893,Mountain Crest,2019,Y,2021-05-06,3,2020-01-06,2020-12-18,003677-00,003677-00,003677-00,,,,,,,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,,,,,,,GENERAL STUDIES,,,,,,ASSOCIATE OF SCIENCE,,,,,,UT,UT,UT,,,,,,,,4-year,4-year,4-year,,,,,,,,Public,Public,Public,,,,,,,
382732899,Ridgeline,2019,N,,23,2021-08-23,2025-01-31,004027-00,034133-00,034133-00,034133-00,034133-00,034133-00,034133-00,034133-00,034133-00,034133-00,UTAH VALLEY UNIVERSITY,MOUNTAINLAND TECHNICAL COLLEGE,MOUNTAINLAND TECHNICAL COLLEGE,MOUNTAINLAND TECHNICAL COLLEGE,MOUNTAINLAND TECHNICAL COLLEGE,MOUNTAINLAND TECHNICAL COLLEGE,MOUNTAINLAND TECHNICAL COLLEGE,MOUNTAINLAND TECHNICAL COLLEGE,MOUNTAINLAND TECHNICAL COLLEGE,MOUNTAINLAND TECHNICAL COLLEGE,,,,,,,,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,4-year,2-year,2-year,2-year,2-year,2-year,2-year,2-year,2-year,2-year,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
382732902,Ridgeline,2019,N,,5,2019-08-19,2021-12-17,003675-00,003675-00,003675-00,003675-00,003675-00,,,,,,UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,UNIVERSITY OF UTAH,,,,,,,,,,,,,,,,,,UT,UT,UT,UT,UT,,,,,,4-year,4-year,4-year,4-year,4-year,,,,,,Public,Public,Public,Public,Public,,,,,
382732920,Mountain Crest,2019,N,,1,2021-07-01,2022-01-12,021154-00,,,,,,,,,,BRIDGERLAND TECHNICAL COLLEGE,,,,,,,,,,,,,,,,,,,,,,UT,,,,,,,,,,2-year,,,,,,,,,,Public,,,,,,,,,
382732923,Ridgeline,2019,Y,2024-05-02,11,2020-08-31,2024-08-09,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,GENERAL EDUCATION,,,,,,CERTIFICATE OF COMPLETION,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
382732935,Ridgeline,2019,N,,3,2019-08-19,2024-06-30,003679-00,003679-00,021154-00,,,,,,,,SNOW COLLEGE,SNOW COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,,,,,,,,,,,,,,,,,,,,UT,UT,UT,,,,,,,,4-year,4-year,2-year,,,,,,,,Public,Public,Public,,,,,,,
382732941,Sky View,2019,N,,2,2019-08-19,2020-04-30,004027-00,004027-00,,,,,,,,,UTAH VALLEY UNIVERSITY,UTAH VALLEY UNIVERSITY,,,,,,,,,,,,,,,,,,,,,UT,UT,,,,,,,,,4-year,4-year,,,,,,,,,Public,Public,,,,,,,,
382732944,Ridgeline,2019,Y,2024-05-02,10,2019-08-26,2024-05-01,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,GENERAL STUDIES,COMMUNICATION STUDIES,,,,,ASSOCIATE OF SCIENCE,BACHELOR OF SCIENCE,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
382732947,Mountain Crest,2019,N,,9,2019-08-19,2023-08-20,003671-00,003678-00,003678-00,003678-00,003678-00,040543-00,040543-00,003678-00,003678-00,,DIXIE STATE UNIVERSITY,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,SOUTHWEST TECHNICAL COLLEGE,SOUTHWEST TECHNICAL COLLEGE,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,,,,,,,,,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,,4-year,4-year,4-year,4-year,4-year,2-year,2-year,4-year,4-year,,Public,Public,Public,Public,Public,Public,Public,Public,Public,
382732959,Ridgeline,2019,N,,8,2021-08-30,2024-08-15,003670-00,003670-00,003670-00,003670-00,003670-00,003670-00,003670-00,003670-00,,,BRIGHAM YOUNG UNIVERSITY,BRIGHAM YOUNG UNIVERSITY,BRIGHAM YOUNG UNIVERSITY,BRIGHAM YOUNG UNIVERSITY,BRIGHAM YOUNG UNIVERSITY,BRIGHAM YOUNG UNIVERSITY,BRIGHAM YOUNG UNIVERSITY,BRIGHAM YOUNG UNIVERSITY,,,,,,,,,,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,,,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,,,Private,Private,Private,Private,Private,Private,Private,Private,,
382732962,Ridgeline,2019,N,,6,2022-01-03,2024-04-24,003670-00,003670-00,003670-00,003670-00,003670-00,003670-00,,,,,BRIGHAM YOUNG UNIVERSITY,BRIGHAM YOUNG UNIVERSITY,BRIGHAM YOUNG UNIVERSITY,BRIGHAM YOUNG UNIVERSITY,BRIGHAM YOUNG UNIVERSITY,BRIGHAM YOUNG UNIVERSITY,,,,,,,,,,,,,,,,,UT,UT,UT,UT,UT,UT,,,,,4-year,4-year,4-year,4-year,4-year,4-year,,,,,Private,Private,Private,Private,Private,Private,,,,
382732965,Ridgeline,2019,N,,2,2021-08-23,2022-03-30,004027-00,004027-00,,,,,,,,,UTAH VALLEY UNIVERSITY,UTAH VALLEY UNIVERSITY,,,,,,,,,,,,,,,,,,,,,UT,UT,,,,,,,,,4-year,4-year,,,,,,,,,Public,Public,,,,,,,,
382732971,Ridgeline,2019,Y,2022-05-05,7,2019-08-10,2022-05-04,003671-00,003671-00,003677-00,003677-00,003677-00,003677-00,003677-00,,,,DIXIE STATE UNIVERSITY,DIXIE STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,,,COMMUNICATION STUDIES,,,,,,BACHELOR OF SCIENCE,,,,,,UT,UT,UT,UT,UT,UT,UT,,,,4-year,4-year,4-year,4-year,4-year,4-year,4-year,,,,Public,Public,Public,Public,Public,Public,Public,,,
382732977,Ridgeline,2019,Y,2020-03-06,3,2019-07-01,2020-06-30,021154-00,021154-00,021154-00,,,,,,,,BRIDGERLAND TECHNICAL COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,,,,,,,,COSMETOLOGY/BARBERING,,,,,,CERTIFICATE,,,,,,UT,UT,UT,,,,,,,,2-year,2-year,2-year,,,,,,,,Public,Public,Public,,,,,,,
382732980,Ridgeline,2019,Y,2024-05-02,11,2020-08-31,2024-08-09,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,GENERAL EDUCATION,,,,,,CERTIFICATE OF COMPLETION,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
382732983,Ridgeline,2019,Y,2024-05-02,7,2019-08-26,2024-08-09,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,,,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,,,GENERAL EDUCATION,,,,,,CERTIFICATE OF COMPLETION,,,,,,UT,UT,UT,UT,UT,UT,UT,,,,4-year,4-year,4-year,4-year,4-year,4-year,4-year,,,,Public,Public,Public,Public,Public,Public,Public,,,
382732989,Mountain Crest,2019,N,,7,2020-01-06,2024-06-30,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,021154-00,,,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,BRIDGERLAND TECHNICAL COLLEGE,,,,,,,,,,,,,,,,UT,UT,UT,UT,UT,UT,UT,,,,4-year,4-year,4-year,4-year,4-year,4-year,2-year,,,,Public,Public,Public,Public,Public,Public,Public,,,
382732995,Ridgeline,2019,N,,2,2020-08-24,2021-05-06,003679-00,003679-00,,,,,,,,,SNOW COLLEGE,SNOW COLLEGE,,,,,,,,,,,,,,,,,,,,,UT,UT,,,,,,,,,4-year,4-year,,,,,,,,,Public,Public,,,,,,,,
382733007,Mountain Crest,2019,Y,2022-05-05,8,2019-08-26,2022-05-04,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,,FAMILY LIFE STUDIES,,,,,,BACHELOR OF SCIENCE,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,,,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,,,Public,Public,Public,Public,Public,Public,Public,Public,,
382733022,Mountain Crest,2019,N,,6,2021-08-30,2024-05-01,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,,,,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,,,,,,,,,,,,,,,,UT,UT,UT,UT,UT,UT,,,,,4-year,4-year,4-year,4-year,4-year,4-year,,,,,Public,Public,Public,Public,Public,Public,,,,
382733031,Ridgeline,2019,N,,2,2022-01-10,2024-10-27,003677-00,002580-92,,,,,,,,,UTAH STATE UNIVERSITY,SOUTHERN NEW HAMPSHIRE- 09WEEK,,,,,,,,,,,,,,,,,,,,,UT,NH,,,,,,,,,4-year,4-year,,,,,,,,,Public,Private,,,,,,,,
382733034,Ridgeline,2020,N,,4,2020-08-31,2024-05-01,003677-00,003677-00,003677-00,003677-00,,,,,,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,,,,,,,,,,,,,,,,,,UT,UT,UT,UT,,,,,,,4-year,4-year,4-year,4-year,,,,,,,Public,Public,Public,Public,,,,,,
382733037,Mountain Crest,2019,N,,5,2021-09-08,2024-06-30,003678-00,003678-00,003677-00,003677-00,021154-00,,,,,,SOUTHERN UTAH UNIVERSITY,SOUTHERN UTAH UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,BRIDGERLAND TECHNICAL COLLEGE,,,,,,,,,,,,,,,,,,UT,UT,UT,UT,UT,,,,,,4-year,4-year,4-year,4-year,2-year,,,,,,Public,Public,Public,Public,Public,,,,,
382733043,Mountain Crest,2019,Y,2023-12-08,4,2022-07-01,2024-06-30,021154-00,021154-00,021154-00,021154-00,,,,,,,BRIDGERLAND TECHNICAL COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,,,,,,,INFORMATION TECHNOLOGY,,,,,,CERTIFICATE,,,,,,UT,UT,UT,UT,,,,,,,2-year,2-year,2-year,2-year,,,,,,,Public,Public,Public,Public,,,,,,
382733058,Ridgeline,2019,N,,3,2019-08-19,2020-08-27,003679-00,003679-00,003679-00,,,,,,,,SNOW COLLEGE,SNOW COLLEGE,SNOW COLLEGE,,,,,,,,,,,,,,,,,,,,UT,UT,UT,,,,,,,,4-year,4-year,4-year,,,,,,,,Public,Public,Public,,,,,,,
382733061,Ridgeline,2019,N,,6,2019-08-26,2024-04-26,003680-00,003680-00,003680-00,003680-00,003680-00,003680-00,,,,,WEBER STATE UNIVERSITY,WEBER STATE UNIVERSITY,WEBER STATE UNIVERSITY,WEBER STATE UNIVERSITY,WEBER STATE UNIVERSITY,WEBER STATE UNIVERSITY,,,,,,,,,,,,,,,,,UT,UT,UT,UT,UT,UT,,,,,4-year,4-year,4-year,4-year,4-year,4-year,,,,,Public,Public,Public,Public,Public,Public,,,,
382733064,Mountain Crest,2019,Y,2024-05-02,21,2019-08-26,2024-05-01,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,001074-82,003677-00,001074-82,001074-82,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,GRAND CANYON UNIVERSITY,UTAH STATE UNIVERSITY,GRAND CANYON UNIVERSITY,GRAND CANYON UNIVERSITY,ENGLISH,ENGLISH,,,,,BACHELOR OF ARTS,MASTER OF ARTS,,,,,UT,UT,UT,UT,UT,UT,AZ,UT,AZ,AZ,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Private,Public,Private,Private
382733079,Ridgeline,2019,Y,2023-05-04,10,2019-08-26,2023-05-03,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,ART,,,,,,BACHELOR OF SCIENCE,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
382733085,Ridgeline,2019,Y,2019-10-09,3,2023-08-23,2024-05-02,003738-00,003738-00,021154-00,,,,,,,,SOUTHERN VIRGINIA UNIVERSITY,SOUTHERN VIRGINIA UNIVERSITY,BRIDGERLAND TECHNICAL COLLEGE,,,,,,,,ANIMAL SCIENCES,,,,,,CERTIFICATE,,,,,,VA,VA,UT,,,,,,,,4-year,4-year,2-year,,,,,,,,Private,Private,Public,,,,,,,
382733091,Ridgeline,2019,Y,2024-05-02,9,2021-08-30,2024-05-01,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,MARKETING,,,,,,BACHELOR OF SCIENCE,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,,Public,Public,Public,Public,Public,Public,Public,Public,Public,
382733094,Ridgeline,2019,Y,2024-05-02,9,2021-08-30,2024-05-01,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,MARKETING,,,,,,BACHELOR OF SCIENCE,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,,Public,Public,Public,Public,Public,Public,Public,Public,Public,
382733097,Sky View,2019,Y,2021-02-01,4,2019-07-01,2021-06-30,021154-00,021154-00,021154-00,021154-00,,,,,,,BRIDGERLAND TECHNICAL COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,,,,,,,DENTAL ASSISTING,,,,,,CERTIFICATE,,,,,,UT,UT,UT,UT,,,,,,,2-year,2-year,2-year,2-year,,,,,,,Public,Public,Public,Public,,,,,,
382733100,Ridgeline,2019,Y,2020-10-14,3,2019-07-01,2020-10-14,021154-00,021154-00,021154-00,,,,,,,,BRIDGERLAND TECHNICAL COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,BRIDGERLAND TECHNICAL COLLEGE,,,,,,,,,,,,,,,,,,,,UT,UT,UT,,,,,,,,2-year,2-year,2-year,,,,,,,,Public,Public,Public,,,,,,,
382733109,Ridgeline,2019,N,,6,2021-08-30,2024-08-09,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,,,,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,,,,,,,,,,,,,,,,UT,UT,UT,UT,UT,UT,,,,,4-year,4-year,4-year,4-year,4-year,4-year,,,,,Public,Public,Public,Public,Public,Public,,,,
382733112,Ridgeline,2019,Y,2024-05-02,13,2019-08-26,2024-05-01,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,LANDSCAPE ARCHITECTURE,,,,,,BACHELOR OF LANDSCAPE ARCH,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,UT,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,Public,Public,Public,Public,Public,Public,Public,Public,Public,Public
382733118,Mountain Crest,2019,Y,2023-05-04,9,2019-08-26,2024-08-09,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,COMM DISORDERS &DEAF EDUCATION,,,,,,BACHELOR OF SCIENCE,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,,Public,Public,Public,Public,Public,Public,Public,Public,Public,
382733124,Ridgeline,2019,N,,1,2023-04-17,2023-05-06,001625-82,,,,,,,,,,BRIGHAM YOUNG UNIVERSITY - IDAHO ONLINE,,,,,,,,,,,,,,,,,,,,,,ID,,,,,,,,,,4-year,,,,,,,,,,Private,,,,,,,,,
382733133,Mountain Crest,2019,Y,2024-05-02,9,2019-08-26,2024-08-09,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,GENERAL EDUCATION,,,,,,CERTIFICATE OF COMPLETION,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,UT,,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,,Public,Public,Public,Public,Public,Public,Public,Public,Public,
382733136,Ridgeline,2019,Y,2024-05-02,8,2019-08-26,2024-05-01,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,003677-00,,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,,MARKETING,,,,,,BACHELOR OF SCIENCE,,,,,,UT,UT,UT,UT,UT,UT,UT,UT,,,4-year,4-year,4-year,4-year,4-year,4-year,4-year,4-year,,,Public,Public,Public,Public,Public,Public,Public,Public,,
382733154,Ridgeline,2019,N,,4,2019-08-26,2021-12-16,003680-00,003680-00,004027-00,005220-00,,,,,,,WEBER STATE UNIVERSITY,WEBER STATE UNIVERSITY,UTAH VALLEY UNIVERSITY,SALT LAKE COMMUNITY COLLEGE,,,,,,,,,,,,,,,,,,,UT,UT,UT,UT,,,,,,,4-year,4-year,4-year,2-year,,,,,,,Public,Public,Public,Public,,,,,,
382733157,Green Canyon,2019,N,,3,2019-08-26,2021-12-17,003677-00,003677-00,003677-00,,,,,,,,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,UTAH STATE UNIVERSITY,,,,,,,,,,,,,,,,,,,,UT,UT,UT,,,,,,,,4-year,4-year,4-year,,,,,,,,Public,Public,Public,,,,,,,
